logFC,AveExpr,t,P.Value,adj.P.Val,B,C_AVG,T_AVG,deltaBeta,CHR,MAPINFO,Strand,Type,gene,feature,cgi,feat.cgi,UCSC_CpG_Islands_Name,DHS,Enhancer,Phantom,Probe_SNPs,Probe_SNPs_10,probeID
-0.287187235181126,0.710673104306245,-6.746101357,2.22730865905953E-10,2.30500656322925E-06,12.23759149,0.764666481697954,0.570065350682002,-0.194601131015952,17,71304784,F,II,CDC42EP4,5'UTR,shelf,5'UTR-shelf,chr17:71306975-71308682,NA,NA,,,,cg17379666
-0.286940935426384,0.913528057765685,-6.731947455,2.40562924655399E-10,2.42571316662266E-06,12.16181021,0.933945275378382,0.86035822023262,-0.0735870551457615,10,131647800,F,II,EBF3,Body,opensea,Body-opensea,,NA,NA,,,,cg12509733
-0.286638705694428,0.583864364596444,-6.698612076,2.88307116816831E-10,2.80538110595499E-06,11.98369623,0.653276918542556,0.403102505361778,-0.250174413180778,17,53809564,F,II,TMEM100,TSS200,opensea,TSS200-opensea,,NA,TRUE,,,,cg25683268
-0.286402627870835,0.594040366902246,-6.695960506,2.92482823769134E-10,2.80538110595499E-06,11.96955083,0.663403169710533,0.413408067922332,-0.249995101788201,15,40348303,F,II,,IGR,opensea,IGR-opensea,,NA,NA,,,,cg14482712
-0.285361650454288,0.8102406085324,-6.654478563,3.66119372096853E-10,3.42806285222191E-06,11.74868435,0.856762960174291,0.689088651131643,-0.167674309042648,8,145509581,R,II,BOP1,Body,shore,Body-shore,chr8:145510080-145510360,NA,NA,,,,cg24605064
-0.285308492689591,0.706495288485947,-6.603818024,4.8113919176852E-10,4.40025288367724E-06,11.48004713,0.753841333117297,0.583198297258473,-0.170643035858823,10,75666847,F,II,,IGR,shelf,IGR-shelf,chr10:75670696-75671379,TRUE,TRUE,,,,cg19399285
-0.28500005543878,0.759545372743039,-6.550994015,6.38924566575106E-10,5.71047543984227E-06,11.20123981,0.79615397711658,0.664210465520277,-0.131943511596302,1,202804464,R,II,,IGR,opensea,IGR-opensea,,NA,TRUE,,,,cg23693548
-0.284628543010862,0.599278351487579,-6.533172696,7.02881399272073E-10,6.14249616782529E-06,11.10748079,0.691867162769812,0.358161655440095,-0.333705507329717,15,68932319,F,I,CORO2B,Body,opensea,Body-opensea,,NA,TRUE,,,,cg23597015
-0.284481723281806,0.43473922610249,-6.524107819,7.37789652188233E-10,6.26433818281941E-06,11.05984887,0.478796836385718,0.320005865989917,-0.158790970395802,12,4553029,R,II,FGF6,Body,shore,Body-shore,chr12:4554405-4554624,NA,NA,,,,cg10155026
-0.283977975654096,0.674669400708658,-6.521365442,7.48682523833106E-10,6.26433818281941E-06,11.04544673,0.754658069919639,0.466365574638396,-0.288292495281243,17,79442098,R,I,,IGR,opensea,IGR-opensea,,NA,NA,,,,cg15700989
-0.283635287484586,0.686601225369201,-6.512507743,7.84957960827524E-10,6.31493616355637E-06,10.99895372,0.725205825001433,0.586068413826928,-0.139137411174505,6,30131821,F,II,TRIM15,1stExon,opensea,1stExon-opensea,,NA,TRUE,,rs2517624,,cg00628477
-0.283382380690948,0.786362341567395,-6.5108734,7.91837645538448E-10,6.31493616355637E-06,10.99037941,0.826578998383716,0.681631464441558,-0.144947533942158,4,11225303,R,II,,IGR,opensea,IGR-opensea,,NA,TRUE,,,,cg11076814
-0.281825385475941,0.678336137232094,-6.508273556,8.02903981573882E-10,6.31493616355637E-06,10.97674245,0.728742164132697,0.547070442178442,-0.181671721954254,16,85126437,R,II,KIAA0513,3'UTR,opensea,3'UTR-opensea,,NA,NA,,,,cg08620267
-0.28114442290509,0.792439470201574,-6.502583071,8.27659462962922E-10,6.38200097582249E-06,10.94690562,0.841392165838257,0.664958491981047,-0.17643367385721,6,140400137,R,II,,IGR,opensea,IGR-opensea,,NA,TRUE,,,,cg00081417
-0.280959462600862,0.530549294368022,-6.496710479,8.53994344097596E-10,6.458430765047E-06,10.91613049,0.587128205679463,0.383208379494478,-0.203919826184985,17,39769012,F,II,KRT16,1stExon,opensea,1stExon-opensea,,NA,NA,,,,cg27478659
-0.280680212139596,0.617104243697691,-6.492965176,8.7121836480135E-10,6.4643745144966E-06,10.89651213,0.700739237453106,0.399304780792966,-0.301434456660139,3,170077545,F,II,SKIL,5'UTR,shore,5'UTR-shore,chr3:170074786-170076070,NA,NA,,,,cg25446191
-0.279937957825019,0.673499621507754,-6.481550318,9.25848756147299E-10,6.74251071199004E-06,10.836762,0.718200085639477,0.557092162831393,-0.161107922808084,5,185589,F,II,PLEKHG4B,3'UTR,shelf,3'UTR-shelf,chr5:181725-181944,NA,NA,,,,cg23462129
-0.279095449605978,0.633468928870835,-6.476172151,9.52742599268627E-10,6.81221352032696E-06,10.80863252,0.703076279705714,0.452199786071669,-0.250876493634045,7,25703644,R,II,,IGR,opensea,IGR-opensea,,NA,NA,,,,cg08461760
-0.278494466948706,0.725527763270892,-6.464812151,1.01209965898504E-09,7.10739756238962E-06,10.74926282,0.78340829207084,0.574797219521029,-0.208611072549811,11,6589761,F,II,DNHD1,Body,shelf,Body-shelf,chr11:6591960-6592795,TRUE,NA,,,,cg10383568
-0.277285259616649,0.833291374315881,-6.446322547,1.11657617252719E-09,7.70351367198867E-06,10.65276801,0.8789766878114,0.714319203754636,-0.164657484056764,3,123361218,R,II,MYLK,Body,opensea,Body-opensea,,NA,TRUE,,,,cg19090128
-0.275493472971645,0.789521140923395,-6.439552769,1.1574237552371E-09,7.84765234981934E-06,10.61747957,0.836862824992814,0.666235505325951,-0.170627319666864,10,72459629,R,II,ADAMTS14,Body,opensea,Body-opensea,,TRUE,TRUE,,,,cg00618155
-0.275374304373384,0.614000983281326,-6.435503441,1.18255529295584E-09,7.88215193706171E-06,10.5963827,0.708360954309394,0.368271892062399,-0.340089062246995,17,57465550,F,I,YPEL2,Body,opensea,Body-opensea,,NA,TRUE,,,,cg10708739
-0.275260566367838,0.607353773444931,-6.420926554,1.27754689144187E-09,8.37338300568109E-06,10.52050473,0.658978269085098,0.472914982715329,-0.186063286369769,12,57595353,F,I,LRP1,Body,shore,Body-shore,chr12:57596968-57597309,NA,NA,low-CpG:55881609-55881875,rs35617674,,cg18477429
-0.275206881478972,0.831051565022607,-6.415603904,1.31407019600578E-09,8.4595124614109E-06,10.49282468,0.881251381324509,0.700322876736402,-0.180928504588108,3,172109284,F,II,FNDC3B,Body,opensea,Body-opensea,,NA,TRUE,,rs35791314,,cg02694620
-0.274642366311491,0.506931099635839,-6.411111605,1.34569310394047E-09,8.4595124614109E-06,10.46947375,0.58313244982631,0.308490083514819,-0.274642366311491,6,155537930,R,II,TIAM2,Body,shelf,Body-shelf,chr6:155539975-155540193,NA,TRUE,,,,cg04228709
-0.274413217015137,0.527426565752815,-6.409778246,1.3552222599754E-09,8.4595124614109E-06,10.46254489,0.589422009207471,0.365980098422983,-0.223441910784487,12,47630263,R,II,FAM113B,3'UTR,shore,3'UTR-shore,chr12:47629034-47629680,TRUE,NA,,,,cg06547285
-0.273960656577818,0.758643112580757,-6.383874638,1.5540795707518E-09,9.54923618243076E-06,10.32811144,0.817789050297313,0.60461723311056,-0.213171817186753,1,2994372,F,II,PRDM16,Body,shelf,Body-shelf,chr1:2997272-2997473,NA,NA,,,,cg17890044
-0.273125382892182,0.676714732281761,-6.372037309,1.65424705469681E-09,1.00083473806438E-05,10.26679019,0.743361360360024,0.50315580499462,-0.240205555365404,6,42883762,R,II,PTCRA,5'UTR,opensea,5'UTR-opensea,,NA,NA,,,rs74617894,cg01702009
-0.272721735261599,0.539071006440565,-6.362713486,1.73758894030168E-09,1.03532920652618E-05,10.21853918,0.62463180488613,0.31625642715524,-0.30837537773089,11,70266139,R,II,CTTN,Body,opensea,Body-opensea,,NA,NA,,,,cg09352338
-0.272082229352807,0.694885012167136,-6.355518438,1.80471095495629E-09,1.05927374821238E-05,10.18133449,0.76623388485308,0.509080656214159,-0.257153228638921,7,133994445,F,II,SLC35B4,Body,opensea,Body-opensea,,NA,NA,,,,cg24333621
-0.271653645212367,0.737762256111701,-6.351387849,1.84438952454575E-09,1.06664301009524E-05,10.1599875,0.776972693715054,0.635651741519636,-0.141320952195417,3,140774868,F,II,SPSB4,5'UTR,shelf,5'UTR-shelf,chr3:140769886-140771080,NA,NA,,,,cg20692597
-0.271507697155613,0.605006437379213,-6.338684624,1.97186706161121E-09,1.12383848287098E-05,10.0943908,0.661903437772379,0.456837165522009,-0.20506627225037,7,2518188,R,II,,IGR,opensea,IGR-opensea,,NA,TRUE,,,,cg21229153
-0.271177567556759,0.831392465217612,-6.323401428,2.13674662184101E-09,1.19908651842356E-05,10.01557973,0.884177306647761,0.693931940659932,-0.190245365987829,9,128657810,R,II,PBX3,Body,opensea,Body-opensea,,NA,TRUE,,,,cg14011554
-0.270911169352451,0.750874560201206,-6.320910088,2.16487842036925E-09,1.19908651842356E-05,10.00274382,0.823422154392398,0.561948533661643,-0.261473620730754,4,57525626,F,II,HOPX,5'UTR,shelf,5'UTR-shelf,chr4:57521621-57522703,NA,NA,,rs4865137,,cg03315456
-0.270726498058316,0.872196144652756,-6.31304008,2.25615718501198E-09,1.23228798604038E-05,9.962216531,0.909280120153417,0.775623291786452,-0.133656828366965,1,117035963,R,II,,IGR,opensea,IGR-opensea,,NA,NA,low-CpG:116837483-116837555,,,cg00579502
-0.270511431650439,0.716324038979226,-6.301515146,2.39668775030282E-09,1.29111210675765E-05,9.902924673,0.755077596787908,0.615403315519116,-0.139674281268792,6,30131840,F,II,TRIM15,1stExon,opensea,1stExon-opensea,,NA,TRUE,,rs2517624,,cg01905142
-0.269562731725486,0.854370123990171,-6.29643801,2.46129232893143E-09,1.29361278797858E-05,9.876825983,0.887576150392031,0.767896096901996,-0.119680053490035,6,31744398,R,II,C6orf27,Body,opensea,Body-opensea,,NA,TRUE,,,,cg15369633
-0.269053223569127,0.713970600611412,-6.293941162,2.49368826875629E-09,1.29361278797858E-05,9.863995919,0.765461591379493,0.579879478819534,-0.185582112559959,9,130369375,F,II,,IGR,shore,IGR-shore,chr9:130370668-130370978,NA,TRUE,,rs55651363,,cg13443800
-0.268475232759459,0.533327386441559,-6.293457299,2.50001454234321E-09,1.29361278797858E-05,9.861509955,0.610597527560275,0.332103060611569,-0.278494466948706,10,1402253,R,II,ADARB2,Body,shelf,Body-shelf,chr10:1404659-1406219,TRUE,TRUE,,,,cg03754605
-0.268077095958212,0.546682052275547,-6.282570647,2.6465940056139E-09,1.35167398996325E-05,9.805608702,0.626364059724646,0.33917682454352,-0.287187235181127,11,70266172,R,II,CTTN,Body,opensea,Body-opensea,,NA,NA,,,,cg17631184
-0.267337358703703,0.722318658553346,-6.263970493,2.91680101704605E-09,1.46864329521246E-05,9.710240106,0.770940738013545,0.595698659959079,-0.175242078054466,6,41681327,R,II,TFEB,5'UTR,opensea,5'UTR-opensea,,TRUE,TRUE,,,,cg10696677
-0.26703941943279,0.847072529398655,-6.259610277,2.98396182739681E-09,1.46864329521246E-05,9.687909632,0.875762901445828,0.772358018859142,-0.103404882586686,6,46871173,R,I,GPR116,Body,opensea,Body-opensea,,NA,NA,,,,cg10816283
-0.266892036557434,0.590575028623184,-6.259373088,2.98765851295331E-09,1.46864329521246E-05,9.686695168,0.637359010552188,0.468741742349735,-0.168617268202454,17,79442037,R,II,,IGR,opensea,IGR-opensea,,NA,NA,,,,cg09365645
-0.266605780935564,0.849231663631577,-6.253734938,3.07686752261267E-09,1.49382298083033E-05,9.657835033,0.88393657952733,0.758854278486386,-0.125082301040945,13,45883505,F,II,,IGR,shelf,IGR-shelf,chr13:45885754-45886103,TRUE,NA,,,,cg23515330
-0.266149378504099,0.468587085349316,-6.247154744,3.18429362313113E-09,1.52712508909519E-05,9.62417351,0.529233760769106,0.310653034776946,-0.218580725992161,6,155537901,F,II,TIAM2,Body,shelf,Body-shelf,chr6:155539975-155540193,NA,TRUE,,,,cg09364590
-0.265721768423219,0.681323160147819,-6.236288311,3.36981274940051E-09,1.59662540069668E-05,9.56863423,0.729172269945292,0.556716103383567,-0.172456166561725,17,76976357,R,II,LGALS3BP,TSS1500,opensea,TSS1500-opensea,,TRUE,TRUE,,,,cg17836612
-0.265115826200701,0.864741301677735,-6.229626424,3.48875445977917E-09,1.61515871084832E-05,9.534614887,0.905123770852924,0.759578621534013,-0.145545149318911,19,13125726,R,II,NFIX,Body,shore,Body-shore,chr19:13120986-13124368,TRUE,TRUE,,,,cg14925616
-0.264930660990503,0.646985564321376,-6.229498861,3.49107172991912E-09,1.61515871084832E-05,9.533963704,0.695279387042442,0.521220400985266,-0.174058986057177,1,41892144,F,II,,IGR,shelf,IGR-shelf,chr1:41889270-41889626,NA,NA,,,,cg27521109
-0.26466927540692,0.864138281073541,-6.226975088,3.53722992373195E-09,1.6174847568455E-05,9.521082056,0.897628688595119,0.776923678152764,-0.120705010442354,6,25874590,R,II,SLC17A3,TSS200,opensea,TSS200-opensea,,NA,NA,,,,cg18357371
-0.264428469044514,0.430297821402045,-6.218538424,3.69592334215376E-09,1.66851069185392E-05,9.478044215,0.487994401170479,0.280046311588414,-0.207948089582064,6,32713607,R,II,HLA-DQA2,Body,opensea,Body-opensea,,NA,NA,,,,cg14740554
-0.263968213596899,0.579261538207936,-6.216583918,3.73367325312633E-09,1.66851069185392E-05,9.468078979,0.641379428780043,0.417496198176405,-0.223883230603638,2,27076093,R,II,DPYSL5,5'UTR,shelf,5'UTR-shelf,chr2:27070302-27072922,NA,NA,,,,cg18562121
-0.263268496749516,0.739023013388643,-6.208943717,3.88490473223819E-09,1.6807694660399E-05,9.429143698,0.796145929650121,0.590265418957712,-0.205880510692409,15,101795550,R,II,,IGR,shelf,IGR-shelf,chr15:101791151-101792714,NA,TRUE,,,,cg05638500
-0.263188977956493,0.744476158034557,-6.207734122,3.90939278574019E-09,1.6807694660399E-05,9.422982251,0.810439006009424,0.572697908100006,-0.237741097909418,2,210737704,R,II,UNC80,Body,opensea,Body-opensea,,NA,TRUE,,,,cg08393822
-0.263037706617759,0.588130639915602,-6.2071253,3.92177555010582E-09,1.6807694660399E-05,9.419881317,0.659884367178122,0.401271975169456,-0.258612392008666,8,37749412,R,II,RAB11FIP1,Body,opensea,Body-opensea,,NA,TRUE,,,,cg17218270
-0.261872818897355,0.851182988482615,-6.206620865,3.93206437729294E-09,1.6807694660399E-05,9.417312203,0.893560280820852,0.740825456351787,-0.152734824469065,17,15586170,F,II,TRIM16,5'UTR,opensea,5'UTR-opensea,,NA,NA,,,,cg13649519
-0.26186070084879,0.682566488542041,-6.19604211,4.15404516028785E-09,1.72589578601402E-05,9.363464572,0.71636230276571,0.594556555667905,-0.121805747097805,17,39769064,R,II,KRT16,1stExon,opensea,1stExon-opensea,,NA,NA,,,,cg20762586
-0.261473620730754,0.888540468229762,-6.195892505,4.15727101225103E-09,1.72589578601402E-05,9.362703477,0.931436868352528,0.776831092910059,-0.154605775442468,16,3640538,R,I,BTBD12,Body,shore,Body-shore,chr16:3639092-3639306,NA,NA,,,rs58735123,cg05566243
-0.261469596874948,0.626381109716273,-6.195335788,4.16929683644577E-09,1.72589578601402E-05,9.35987135,0.671771136071752,0.508177916082212,-0.16359321998954,13,113630173,R,II,MCF2L,Body,shelf,Body-shelf,chr13:113633843-113634065,NA,NA,,,,cg25745937
-0.261398476082883,0.877269906700316,-6.191730435,4.24800810725708E-09,1.7401611210703E-05,9.341534135,0.90799164489615,0.797265380148664,-0.110726264747485,3,149096884,R,II,TM4SF1,TSS1500,opensea,TSS1500-opensea,,NA,NA,,,,cg16705300
-0.261306488779594,0.690782653764605,-6.187984698,4.33132903740265E-09,1.74960081415942E-05,9.322490092,0.742710435641766,0.555554055126164,-0.187156380515602,8,55088102,F,II,,IGR,opensea,IGR-opensea,,NA,NA,,,,cg18172013
-0.260845766744359,0.896109566226944,-6.186710698,4.36003213651219E-09,1.74960081415942E-05,9.316014497,0.937195343261029,0.789115355200682,-0.148079988060347,1,117035969,R,I,,IGR,opensea,IGR-opensea,,NA,NA,low-CpG:116837483-116837555,,,cg26218047
-0.260701009709595,0.733850313991537,-6.182827067,4.44868695070301E-09,1.7548541530746E-05,9.296279683,0.816760521666135,0.517938314838937,-0.298822206827198,17,46672924,R,I,LOC404266,Body,shore,Body-shore,chr17:46673532-46674181,NA,NA,,,rs34658349,cg00682096
-0.260350471896436,0.725299952234139,-6.1822344,4.4623709570219E-09,1.7548541530746E-05,9.293268716,0.775410856780294,0.594802804978526,-0.180608051801768,7,41732833,F,II,INHBA,Body,opensea,Body-opensea,,NA,NA,,rs11770488,,cg18676273
-0.258612392008666,0.751784889936795,-6.180221427,4.50915741179803E-09,1.75569624468717E-05,9.283043438,0.799934074589194,0.626396388237839,-0.173537686351355,12,630773,F,II,B4GALNT3,Body,opensea,Body-opensea,,NA,NA,,rs71447492,,cg25125231
-0.258558210896334,0.781298424068641,-6.165922872,4.85563327046699E-09,1.87206560530467E-05,9.210472221,0.831896059770441,0.649533747761869,-0.182362312008572,3,124913784,R,II,SLC12A8,Body,opensea,Body-opensea,,NA,TRUE,,,,cg18741958
-0.258406186204403,0.639080883897466,-6.157870367,5.06212257816134E-09,1.90677307351884E-05,9.16964949,0.69623246642918,0.490248637721129,-0.205983828708051,14,68825875,F,II,RAD51L1,Body,opensea,Body-opensea,,NA,TRUE,,,,cg18842157
-0.257704316258238,0.405566353557753,-6.157685443,5.06696438621506E-09,1.90677307351884E-05,9.168712405,0.453412987480382,0.280965744384239,-0.172447243096143,17,16736463,R,II,LOC400578,TSS1500,opensea,TSS1500-opensea,,TRUE,NA,,,,cg27112809
-0.257593398776263,0.803295107407844,-6.156765617,5.09111552575112E-09,1.90677307351884E-05,9.164051537,0.834139495702048,0.722971179558353,-0.111168316143695,14,103691569,R,II,,IGR,opensea,IGR-opensea,,NA,NA,,,,cg01024455
